"Team","Value","Squad size","Date"
"Salford City","£698Th.",22,"2016-11-15"
"Southend United","£4.32m",25,"2016-11-15"
"Bolton Wanderers","£14.11m",24,"2016-11-15"
"Oldham Athletic","£4.03m",23,"2016-11-15"
"Tranmere Rovers","£1.13m",24,"2016-11-15"
"Morecambe FC","£2.14m",22,"2016-11-15"
"Grimsby Town","£2.45m",27,"2016-11-15"
"Colchester United","£2.68m",27,"2016-11-15"
"Leyton Orient","£5.27m",27,"2016-11-15"
"Mansfield Town","£2.66m",24,"2016-11-15"
"Bradford City","£5.56m",24,"2016-11-15"
"Scunthorpe United","£4.70m",25,"2016-11-15"
"Barrow AFC","£765Th.",25,"2016-11-15"
"Port Vale FC","£4.84m",30,"2016-11-15"
"Cheltenham Town","£1.35m",23,"2016-11-15"
"Exeter City","£3.71m",31,"2016-11-15"
"Carlisle United","£2.57m",21,"2016-11-15"
"Crawley Town","£2.86m",26,"2016-11-15"
"Newport County","£2.09m",27,"2016-11-15"
"Cambridge United","£2.75m",26,"2016-11-15"
"Walsall FC","£3.26m",26,"2016-11-15"
"Forest Green Rovers","£2.03m",26,"2016-11-15"
"Stevenage FC","£2.34m",27,"2016-11-15"
"Harrogate Town","£3.11m",50,"2016-11-15"
