"","Team","Value","Squad size","Date"
"1","Liverpool FC","€288.50m",23,"2011-02-01"
"2","Manchester City","€351.30m",26,"2011-02-01"
"3","Chelsea FC","€356.00m",21,"2011-02-01"
"4","Manchester United","€371.20m",29,"2011-02-01"
"5","Tottenham Hotspur","€279.75m",28,"2011-02-01"
"6","Arsenal FC","€292.00m",23,"2011-02-01"
"7","Everton FC","€154.90m",20,"2011-02-01"
"8","Leicester City","€39.10m",33,"2011-02-01"
"9","Wolverhampton Wanderers","€73.90m",29,"2011-02-01"
"10","Aston Villa","€147.65m",26,"2011-02-01"
"11","West Ham United","€130.40m",31,"2011-02-01"
"12","Newcastle United","€90.25m",26,"2011-02-01"
"13","Southampton FC","€18.60m",31,"2011-02-01"
"14","Brighton & Hove Albion","€7.13m",30,"2011-02-01"
"15","Fulham FC","€102.00m",27,"2011-02-01"
"16","Crystal Palace","€18.55m",29,"2011-02-01"
"17","Leeds United","€21.88m",25,"2011-02-01"
"18","Sheffield United","€25.88m",35,"2011-02-01"
"19","Burnley FC","€34.90m",28,"2011-02-01"
"20","West Bromwich Albion","€72.25m",25,"2011-02-01"
