"","Team","Value","Squad size","Date"
"1","Salford City","€550Th.",25,"2017-07-15"
"2","Southend United","€6.48m",20,"2017-07-15"
"3","Bolton Wanderers","€13.70m",23,"2017-07-15"
"4","Oldham Athletic","€3.18m",20,"2017-07-15"
"5","Tranmere Rovers","€1.25m",23,"2017-07-15"
"6","Morecambe FC","€2.00m",21,"2017-07-15"
"7","Grimsby Town","€2.15m",24,"2017-07-15"
"8","Colchester United","€3.03m",23,"2017-07-15"
"9","Leyton Orient","€575Th.",15,"2017-07-15"
"10","Mansfield Town","€3.75m",24,"2017-07-15"
"11","Bradford City","€3.93m",26,"2017-07-15"
"12","Scunthorpe United","€4.63m",22,"2017-07-15"
"13","Barrow AFC","€625Th.",19,"2017-07-15"
"14","Port Vale FC","€1.75m",23,"2017-07-15"
"15","Cheltenham Town","€1.38m",20,"2017-07-15"
"16","Exeter City","€3.55m",23,"2017-07-15"
"17","Carlisle United","€2.50m",22,"2017-07-15"
"18","Crawley Town","€3.20m",26,"2017-07-15"
"19","Newport County","€1.80m",19,"2017-07-15"
"20","Cambridge United","€2.63m",22,"2017-07-15"
"21","Walsall FC","€2.83m",22,"2017-07-15"
"22","Forest Green Rovers","€1.73m",25,"2017-07-15"
"23","Stevenage FC","€2.30m",24,"2017-07-15"
"24","Harrogate Town","€1.23m",30,"2017-07-15"
