"Team","Value","Squad size","Date"
"Hull City","£87.98m",26,"2014-12-01"
"Ipswich Town","£17.33m",27,"2014-12-01"
"Blackpool FC","£15.82m",31,"2014-12-01"
"Sunderland AFC","£78.35m",24,"2014-12-01"
"Charlton Athletic","£19.17m",30,"2014-12-01"
"Shrewsbury Town","£3.49m",25,"2014-12-01"
"Fleetwood Town","£4.19m",25,"2014-12-01"
"Milton Keynes Dons","£6.53m",23,"2014-12-01"
"Oxford United","£2.34m",30,"2014-12-01"
"Wigan Athletic","£42.44m",29,"2014-12-01"
"Swindon Town","£2.97m",26,"2014-12-01"
"Doncaster Rovers","£4.77m",24,"2014-12-01"
"Portsmouth FC","£4.75m",32,"2014-12-01"
"Burton Albion","£2.64m",27,"2014-12-01"
"Gillingham FC","£2.54m",28,"2014-12-01"
"Bristol Rovers","£1.35m",25,"2014-12-01"
"Northampton Town","£4.05m",29,"2014-12-01"
"Plymouth Argyle","£1.82m",25,"2014-12-01"
"Lincoln City","£405Th.",21,"2014-12-01"
"Peterborough United","£6.68m",22,"2014-12-01"
"Rochdale AFC","£3.53m",26,"2014-12-01"
"Crewe Alexandra","£2.79m",29,"2014-12-01"
"AFC Wimbledon","£2.59m",29,"2014-12-01"
"Accrington Stanley","£1.31m",27,"2014-12-01"
