"","Team","Value","Squad size","Date"
"1","Hull City","€18.45m",31,"2012-04-01"
"2","Ipswich Town","€17.60m",24,"2012-04-01"
"3","Blackpool FC","€23.50m",28,"2012-04-01"
"4","Sunderland AFC","€114.25m",26,"2012-04-01"
"5","Shrewsbury Town","€3.68m",22,"2012-04-01"
"6","Charlton Athletic","€10.53m",28,"2012-04-01"
"7","Fleetwood Town","€725Th.",29,"2012-04-01"
"8","Milton Keynes Dons","€5.78m",23,"2012-04-01"
"9","Oxford United","€6.35m",27,"2012-04-01"
"10","Wigan Athletic","€73.00m",26,"2012-04-01"
"11","Swindon Town","€5.33m",31,"2012-04-01"
"12","Doncaster Rovers","€15.73m",31,"2012-04-01"
"13","Portsmouth FC","€13.75m",23,"2012-04-01"
"14","Burton Albion","€3.58m",30,"2012-04-01"
"15","Gillingham FC","€4.50m",30,"2012-04-01"
"16","Bristol Rovers","€5.33m",28,"2012-04-01"
"17","Plymouth Argyle","€5.68m",30,"2012-04-01"
"18","Northampton Town","€6.15m",27,"2012-04-01"
"19","Lincoln City","€2.18m",32,"2012-04-01"
"20","Peterborough United","€8.28m",19,"2012-04-01"
"21","Rochdale AFC","€4.68m",28,"2012-04-01"
"22","Crewe Alexandra","€1.05m",28,"2012-04-01"
"23","AFC Wimbledon","€1.28m",27,"2012-04-01"
"24","Accrington Stanley","€2.00m",22,"2012-04-01"
