"Team","Value","Squad size","Date"
"Liverpool FC","£211.50m",24,"2012-04-01"
"Manchester City","£420.30m",24,"2012-04-01"
"Chelsea FC","£342.90m",25,"2012-04-01"
"Manchester United","£373.50m",27,"2012-04-01"
"Tottenham Hotspur","£242.33m",26,"2012-04-01"
"Arsenal FC","£269.33m",27,"2012-04-01"
"Everton FC","£132.30m",24,"2012-04-01"
"Leicester City","£31.82m",30,"2012-04-01"
"Wolverhampton Wanderers","£71.33m",22,"2012-04-01"
"Aston Villa","£111.83m",24,"2012-04-01"
"West Ham United","£55.13m",28,"2012-04-01"
"Newcastle United","£120.38m",27,"2012-04-01"
"Brighton & Hove Albion","£16.04m",32,"2012-04-01"
"Southampton FC","£25.00m",28,"2012-04-01"
"Fulham FC","£92.48m",30,"2012-04-01"
"Crystal Palace","£18.72m",29,"2012-04-01"
"Leeds United","£17.64m",26,"2012-04-01"
"Sheffield United","£13.77m",30,"2012-04-01"
"Burnley FC","£16.72m",22,"2012-04-01"
"West Bromwich Albion","£64.58m",24,"2012-04-01"
