"Team","Value","Squad size","Date"
"Ipswich Town","£16.38m",28,"2016-06-01"
"Hull City","£59.20m",25,"2016-06-01"
"Sunderland AFC","£86.63m",27,"2016-06-01"
"Blackpool FC","£3.20m",23,"2016-06-01"
"Charlton Athletic","£20.12m",33,"2016-06-01"
"Milton Keynes Dons","£5.67m",24,"2016-06-01"
"Portsmouth FC","£3.76m",22,"2016-06-01"
"Fleetwood Town","£4.01m",32,"2016-06-01"
"Shrewsbury Town","£3.74m",26,"2016-06-01"
"Swindon Town","£2.93m",24,"2016-06-01"
"Oxford United","£2.75m",26,"2016-06-01"
"Wigan Athletic","£11.00m",31,"2016-06-01"
"Lincoln City","£1.01m",23,"2016-06-01"
"Doncaster Rovers","£3.56m",21,"2016-06-01"
"Gillingham FC","£3.38m",24,"2016-06-01"
"Bristol Rovers","£1.53m",28,"2016-06-01"
"Plymouth Argyle","£1.94m",18,"2016-06-01"
"Burton Albion","£3.15m",24,"2016-06-01"
"Crewe Alexandra","£2.41m",26,"2016-06-01"
"Northampton Town","£3.35m",21,"2016-06-01"
"Peterborough United","£5.13m",31,"2016-06-01"
"Rochdale AFC","£4.14m",31,"2016-06-01"
"AFC Wimbledon","£2.12m",23,"2016-06-01"
"Accrington Stanley","£1.24m",26,"2016-06-01"
