"Team","Value","Squad size","Date"
"Salford City","£45Th.",3,"2013-09-01"
"Southend United","£2.99m",24,"2013-09-01"
"Bolton Wanderers","£37.08m",23,"2013-09-01"
"Oldham Athletic","£4.21m",25,"2013-09-01"
"Tranmere Rovers","£2.50m",21,"2013-09-01"
"Morecambe FC","£1.96m",22,"2013-09-01"
"Grimsby Town","£788Th.",19,"2013-09-01"
"Colchester United","£3.53m",24,"2013-09-01"
"Leyton Orient","£3.40m",20,"2013-09-01"
"Mansfield Town","£1.13m",27,"2013-09-01"
"Bradford City","£5.02m",20,"2013-09-01"
"Scunthorpe United","£3.33m",25,"2013-09-01"
"Barrow AFC","£518Th.",22,"2013-09-01"
"Port Vale FC","£3.44m",23,"2013-09-01"
"Cheltenham Town","£2.09m",22,"2013-09-01"
"Exeter City","£3.11m",22,"2013-09-01"
"Carlisle United","£3.38m",24,"2013-09-01"
"Crawley Town","£2.70m",23,"2013-09-01"
"Newport County","£1.15m",22,"2013-09-01"
"Walsall FC","£2.52m",25,"2013-09-01"
"Forest Green Rovers","£1.19m",29,"2013-09-01"
"Stevenage FC","£4.10m",24,"2013-09-01"
"Cambridge United","£495Th.",25,"2013-09-01"
"Harrogate Town","£1.55m",34,"2013-09-01"
