"Team","Value","Squad size","Date"
"AFC Bournemouth","£3.67m",26,"2011-05-01"
"Norwich City","£16.56m",32,"2011-05-01"
"Watford FC","£8.42m",24,"2011-05-01"
"Brentford FC","£5.99m",28,"2011-05-01"
"Stoke City","£76.37m",26,"2011-05-01"
"Bristol City","£18.41m",29,"2011-05-01"
"Nottingham Forest","£30.20m",26,"2011-05-01"
"Swansea City","£16.52m",27,"2011-05-01"
"Blackburn Rovers","£74.79m",27,"2011-05-01"
"Reading FC","£18.52m",29,"2011-05-01"
"Cardiff City","£31.50m",28,"2011-05-01"
"Middlesbrough FC","£31.10m",29,"2011-05-01"
"Huddersfield Town","£9.11m",25,"2011-05-01"
"Birmingham City","£81.68m",26,"2011-05-01"
"Derby County","£14.58m",33,"2011-05-01"
"Millwall FC","£9.34m",26,"2011-05-01"
"Preston North End","£20.21m",35,"2011-05-01"
"Sheffield Wednesday","£16.11m",28,"2011-05-01"
"Queens Park Rangers","£35.42m",33,"2011-05-01"
"Barnsley FC","£15.98m",27,"2011-05-01"
"Luton Town","£2.05m",33,"2011-05-01"
"Coventry City","£14.24m",28,"2011-05-01"
"Rotherham United","£2.86m",27,"2011-05-01"
"Wycombe Wanderers","£3.78m",27,"2011-05-01"
