"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€113.50m",24,"2018-02-15"
"2","Norwich City","€34.35m",25,"2018-02-15"
"3","Watford FC","€186.50m",30,"2018-02-15"
"4","Brentford FC","€30.55m",23,"2018-02-15"
"5","Cardiff City","€46.20m",30,"2018-02-15"
"6","Bristol City","€31.65m",27,"2018-02-15"
"7","Swansea City","€159.00m",26,"2018-02-15"
"8","Reading FC","€47.50m",26,"2018-02-15"
"9","Stoke City","€188.00m",26,"2018-02-15"
"10","Blackburn Rovers","€13.70m",25,"2018-02-15"
"11","Nottingham Forest","€39.30m",31,"2018-02-15"
"12","Middlesbrough FC","€76.80m",22,"2018-02-15"
"13","Derby County","€49.30m",23,"2018-02-15"
"14","Huddersfield Town","€81.85m",27,"2018-02-15"
"15","Birmingham City","€40.90m",25,"2018-02-15"
"16","Millwall FC","€13.40m",29,"2018-02-15"
"17","Sheffield Wednesday","€63.48m",29,"2018-02-15"
"18","Preston North End","€12.45m",25,"2018-02-15"
"19","Queens Park Rangers","€32.15m",28,"2018-02-15"
"20","Barnsley FC","€18.83m",28,"2018-02-15"
"21","Luton Town","€3.93m",30,"2018-02-15"
"22","Coventry City","€3.73m",34,"2018-02-15"
"23","Rotherham United","€6.05m",25,"2018-02-15"
"24","Wycombe Wanderers","€3.28m",24,"2018-02-15"
