"","Team","Value","Squad size","Date"
"1","Liverpool FC","€330.25m",26,"2015-10-01"
"2","Manchester City","€480.85m",25,"2015-10-01"
"3","Chelsea FC","€531.75m",24,"2015-10-01"
"4","Manchester United","€377.25m",26,"2015-10-01"
"5","Tottenham Hotspur","€283.00m",24,"2015-10-01"
"6","Arsenal FC","€402.00m",24,"2015-10-01"
"7","Everton FC","€194.05m",27,"2015-10-01"
"8","Leicester City","€89.80m",24,"2015-10-01"
"9","Wolverhampton Wanderers","€28.75m",26,"2015-10-01"
"10","Aston Villa","€105.55m",28,"2015-10-01"
"11","West Ham United","€165.00m",27,"2015-10-01"
"12","Newcastle United","€157.50m",28,"2015-10-01"
"13","Southampton FC","€185.75m",27,"2015-10-01"
"14","Brighton & Hove Albion","€30.00m",28,"2015-10-01"
"15","Fulham FC","€34.70m",30,"2015-10-01"
"16","Crystal Palace","€116.00m",29,"2015-10-01"
"17","Leeds United","€24.20m",22,"2015-10-01"
"18","Sheffield United","€11.10m",30,"2015-10-01"
"19","Burnley FC","€44.15m",27,"2015-10-01"
"20","West Bromwich Albion","€93.50m",24,"2015-10-01"
