"Team","Value","Squad size","Date"
"Liverpool FC","£334.98m",28,"2017-04-15"
"Manchester City","£472.73m",25,"2017-04-15"
"Chelsea FC","£463.50m",25,"2017-04-15"
"Manchester United","£419.40m",24,"2017-04-15"
"Tottenham Hotspur","£386.10m",24,"2017-04-15"
"Arsenal FC","£443.25m",28,"2017-04-15"
"Everton FC","£224.19m",25,"2017-04-15"
"Leicester City","£184.77m",25,"2017-04-15"
"Wolverhampton Wanderers","£47.57m",30,"2017-04-15"
"Aston Villa","£75.15m",26,"2017-04-15"
"West Ham United","£188.46m",27,"2017-04-15"
"Newcastle United","£113.63m",28,"2017-04-15"
"Brighton & Hove Albion","£45.05m",27,"2017-04-15"
"Southampton FC","£207.45m",30,"2017-04-15"
"Fulham FC","£49.10m",23,"2017-04-15"
"Crystal Palace","£167.85m",27,"2017-04-15"
"Leeds United","£37.17m",26,"2017-04-15"
"Sheffield United","£7.02m",26,"2017-04-15"
"Burnley FC","£76.50m",23,"2017-04-15"
"West Bromwich Albion","£88.74m",21,"2017-04-15"
