"Team","Value","Squad size","Date"
"Salford City","-",0,"2012-01-15"
"Southend United","£3.94m",29,"2012-01-15"
"Bolton Wanderers","£84.15m",26,"2012-01-15"
"Oldham Athletic","£4.05m",27,"2012-01-15"
"Tranmere Rovers","£3.11m",23,"2012-01-15"
"Morecambe FC","£2.90m",26,"2012-01-15"
"Grimsby Town","£1.24m",22,"2012-01-15"
"Colchester United","£5.20m",23,"2012-01-15"
"Leyton Orient","£4.97m",23,"2012-01-15"
"Mansfield Town","£1.94m",22,"2012-01-15"
"Bradford City","£6.21m",34,"2012-01-15"
"Scunthorpe United","£4.37m",27,"2012-01-15"
"Barrow AFC","£675Th.",24,"2012-01-15"
"Port Vale FC","£2.61m",26,"2012-01-15"
"Cheltenham Town","£2.52m",23,"2012-01-15"
"Exeter City","£4.75m",30,"2012-01-15"
"Carlisle United","£5.36m",22,"2012-01-15"
"Crawley Town","£2.93m",25,"2012-01-15"
"Newport County","£1.10m",27,"2012-01-15"
"Walsall FC","£4.55m",23,"2012-01-15"
"Forest Green Rovers","£1.76m",26,"2012-01-15"
"Stevenage FC","£2.54m",25,"2012-01-15"
"Cambridge United","£315Th.",23,"2012-01-15"
"Harrogate Town","£765Th.",23,"2012-01-15"
