"","Team","Value","Squad size","Date"
"1","Liverpool FC","€451.50m",29,"2017-10-01"
"2","Manchester City","€588.50m",21,"2017-10-01"
"3","Chelsea FC","€614.40m",26,"2017-10-01"
"4","Manchester United","€565.75m",25,"2017-10-01"
"5","Tottenham Hotspur","€492.25m",24,"2017-10-01"
"6","Arsenal FC","€513.00m",26,"2017-10-01"
"7","Everton FC","€321.50m",30,"2017-10-01"
"8","Leicester City","€243.50m",26,"2017-10-01"
"9","Wolverhampton Wanderers","€73.20m",27,"2017-10-01"
"10","Aston Villa","€77.75m",28,"2017-10-01"
"11","West Ham United","€218.40m",24,"2017-10-01"
"12","Newcastle United","€131.25m",26,"2017-10-01"
"13","Southampton FC","€249.60m",27,"2017-10-01"
"14","Brighton & Hove Albion","€94.05m",29,"2017-10-01"
"15","Fulham FC","€73.25m",24,"2017-10-01"
"16","Crystal Palace","€188.10m",28,"2017-10-01"
"17","Leeds United","€43.90m",26,"2017-10-01"
"18","Sheffield United","€11.03m",27,"2017-10-01"
"19","Burnley FC","€83.75m",25,"2017-10-01"
"20","West Bromwich Albion","€143.75m",22,"2017-10-01"
