"Team","Value","Squad size","Date"
"Salford City","-",NA,"2011-03-15"
"Southend United","£3.38m",24,"2011-03-15"
"Bolton Wanderers","£85.19m",28,"2011-03-15"
"Oldham Athletic","£4.39m",30,"2011-03-15"
"Tranmere Rovers","£3.31m",28,"2011-03-15"
"Morecambe FC","£3.71m",24,"2011-03-15"
"Grimsby Town","-",NA,"2011-03-15"
"Colchester United","£5.22m",24,"2011-03-15"
"Leyton Orient","£5.96m",27,"2011-03-15"
"Mansfield Town","£1.37m",29,"2011-03-15"
"Bradford City","£2.68m",28,"2011-03-15"
"Scunthorpe United","£9.41m",31,"2011-03-15"
"Barrow AFC","£968Th.",26,"2011-03-15"
"Port Vale FC","£2.43m",26,"2011-03-15"
"Cheltenham Town","£2.05m",24,"2011-03-15"
"Exeter City","£4.21m",30,"2011-03-15"
"Carlisle United","£4.57m",27,"2011-03-15"
"Crawley Town","£2.21m",33,"2011-03-15"
"Newport County","£1.28m",20,"2011-03-15"
"Walsall FC","£4.34m",26,"2011-03-15"
"Forest Green Rovers","£1.69m",37,"2011-03-15"
"Stevenage FC","£2.57m",24,"2011-03-15"
"Cambridge United","£1.01m",25,"2011-03-15"
"Harrogate Town","£360Th.",18,"2011-03-15"
