"Team","Value","Squad size","Date"
"Hull City","£23.54m",25,"2011-03-01"
"Ipswich Town","£22.86m",28,"2011-03-01"
"Blackpool FC","£40.68m",30,"2011-03-01"
"Sunderland AFC","£106.88m",23,"2011-03-01"
"Shrewsbury Town","£4.46m",27,"2011-03-01"
"Charlton Athletic","£9.25m",28,"2011-03-01"
"Fleetwood Town","£1.42m",30,"2011-03-01"
"Milton Keynes Dons","£5.69m",21,"2011-03-01"
"Oxford United","£3.38m",24,"2011-03-01"
"Wigan Athletic","£63.90m",24,"2011-03-01"
"Swindon Town","£5.92m",28,"2011-03-01"
"Doncaster Rovers","£12.94m",31,"2011-03-01"
"Portsmouth FC","£26.42m",23,"2011-03-01"
"Burton Albion","£3.78m",26,"2011-03-01"
"Gillingham FC","£4.55m",29,"2011-03-01"
"Bristol Rovers","£7.40m",30,"2011-03-01"
"Plymouth Argyle","£9.41m",25,"2011-03-01"
"Northampton Town","£3.96m",30,"2011-03-01"
"Lincoln City","£3.40m",26,"2011-03-01"
"Peterborough United","£7.07m",29,"2011-03-01"
"Rochdale AFC","£4.03m",28,"2011-03-01"
"Crewe Alexandra","£1.62m",26,"2011-03-01"
"AFC Wimbledon","£653Th.",31,"2011-03-01"
"Accrington Stanley","£1.69m",27,"2011-03-01"
