"Team","Value","Squad size","Date"
"Salford City","-",1,"2012-07-01"
"Southend United","£4.19m",33,"2012-07-01"
"Bolton Wanderers","£58.05m",27,"2012-07-01"
"Oldham Athletic","£3.69m",30,"2012-07-01"
"Tranmere Rovers","£2.66m",24,"2012-07-01"
"Morecambe FC","£2.61m",25,"2012-07-01"
"Grimsby Town","£1.17m",24,"2012-07-01"
"Colchester United","£5.85m",26,"2012-07-01"
"Leyton Orient","£5.56m",26,"2012-07-01"
"Mansfield Town","£2.30m",24,"2012-07-01"
"Bradford City","£5.13m",27,"2012-07-01"
"Scunthorpe United","£4.50m",25,"2012-07-01"
"Barrow AFC","£608Th.",21,"2012-07-01"
"Port Vale FC","£2.39m",24,"2012-07-01"
"Cheltenham Town","£2.36m",20,"2012-07-01"
"Exeter City","£5.45m",32,"2012-07-01"
"Carlisle United","£4.43m",24,"2012-07-01"
"Crawley Town","£2.88m",25,"2012-07-01"
"Newport County","£450Th.",25,"2012-07-01"
"Walsall FC","£3.49m",24,"2012-07-01"
"Forest Green Rovers","£1.55m",27,"2012-07-01"
"Stevenage FC","£4.14m",25,"2012-07-01"
"Cambridge United","£338Th.",25,"2012-07-01"
"Harrogate Town","£383Th.",22,"2012-07-01"
