"Team","Value","Squad size","Date"
"Hull City","£67.84m",22,"2015-08-01"
"Ipswich Town","£15.44m",22,"2015-08-01"
"Blackpool FC","£3.08m",21,"2015-08-01"
"Sunderland AFC","£92.70m",25,"2015-08-01"
"Charlton Athletic","£21.83m",32,"2015-08-01"
"Shrewsbury Town","£3.62m",26,"2015-08-01"
"Fleetwood Town","£2.54m",26,"2015-08-01"
"Milton Keynes Dons","£5.31m",28,"2015-08-01"
"Oxford United","£1.69m",25,"2015-08-01"
"Wigan Athletic","£10.89m",25,"2015-08-01"
"Swindon Town","£1.89m",17,"2015-08-01"
"Doncaster Rovers","£4.28m",24,"2015-08-01"
"Portsmouth FC","£3.29m",21,"2015-08-01"
"Burton Albion","£2.51m",27,"2015-08-01"
"Gillingham FC","£1.76m",25,"2015-08-01"
"Bristol Rovers","£1.04m",24,"2015-08-01"
"Northampton Town","£3.26m",21,"2015-08-01"
"Plymouth Argyle","£2.12m",19,"2015-08-01"
"Lincoln City","£675Th.",21,"2015-08-01"
"Peterborough United","£5.78m",28,"2015-08-01"
"Rochdale AFC","£2.95m",24,"2015-08-01"
"Crewe Alexandra","£1.85m",24,"2015-08-01"
"AFC Wimbledon","£1.76m",22,"2015-08-01"
"Accrington Stanley","£675Th.",24,"2015-08-01"
