"Team","Value","Squad size","Date"
"Salford City","£2.18m",28,"2019-06-15"
"Southend United","£4.97m",29,"2019-06-15"
"Bolton Wanderers","£14.31m",25,"2019-06-15"
"Oldham Athletic","£3.67m",22,"2019-06-15"
"Tranmere Rovers","£1.89m",23,"2019-06-15"
"Morecambe FC","£2.09m",25,"2019-06-15"
"Grimsby Town","£2.34m",22,"2019-06-15"
"Colchester United","£2.21m",29,"2019-06-15"
"Leyton Orient","£2.23m",26,"2019-06-15"
"Mansfield Town","£3.26m",23,"2019-06-15"
"Bradford City","£5.09m",30,"2019-06-15"
"Scunthorpe United","£6.21m",27,"2019-06-15"
"Barrow AFC","£1.42m",29,"2019-06-15"
"Port Vale FC","£1.64m",25,"2019-06-15"
"Cheltenham Town","£2.32m",23,"2019-06-15"
"Exeter City","£3.35m",29,"2019-06-15"
"Carlisle United","£2.52m",20,"2019-06-15"
"Crawley Town","£1.94m",22,"2019-06-15"
"Newport County","£1.80m",20,"2019-06-15"
"Cambridge United","£1.60m",27,"2019-06-15"
"Walsall FC","£1.98m",28,"2019-06-15"
"Forest Green Rovers","£3.47m",26,"2019-06-15"
"Stevenage FC","£1.67m",26,"2019-06-15"
"Harrogate Town","£765Th.",22,"2019-06-15"
