"Team","Value","Squad size","Date"
"Salford City","-",0,"2011-12-15"
"Southend United","£4.12m",25,"2011-12-15"
"Bolton Wanderers","£88.20m",27,"2011-12-15"
"Oldham Athletic","£4.23m",29,"2011-12-15"
"Tranmere Rovers","£3.11m",24,"2011-12-15"
"Morecambe FC","£2.86m",25,"2011-12-15"
"Grimsby Town","£1.40m",25,"2011-12-15"
"Colchester United","£5.20m",24,"2011-12-15"
"Leyton Orient","£5.78m",25,"2011-12-15"
"Mansfield Town","£1.87m",28,"2011-12-15"
"Bradford City","£5.85m",33,"2011-12-15"
"Scunthorpe United","£4.34m",28,"2011-12-15"
"Barrow AFC","£675Th.",24,"2011-12-15"
"Port Vale FC","£3.74m",31,"2011-12-15"
"Cheltenham Town","£2.50m",24,"2011-12-15"
"Exeter City","£5.42m",31,"2011-12-15"
"Carlisle United","£5.58m",24,"2011-12-15"
"Crawley Town","£2.52m",19,"2011-12-15"
"Newport County","£1.06m",28,"2011-12-15"
"Cambridge United","£675Th.",25,"2011-12-15"
"Walsall FC","£4.55m",23,"2011-12-15"
"Forest Green Rovers","£1.62m",26,"2011-12-15"
"Stevenage FC","£2.77m",25,"2011-12-15"
"Harrogate Town","£698Th.",22,"2011-12-15"
