"Team","Value","Squad size","Date"
"Ipswich Town","£11.75m",22,"2014-02-15"
"Hull City","£55.35m",24,"2014-02-15"
"Sunderland AFC","£91.80m",26,"2014-02-15"
"Blackpool FC","£13.93m",28,"2014-02-15"
"Charlton Athletic","£13.95m",25,"2014-02-15"
"Milton Keynes Dons","£5.51m",21,"2014-02-15"
"Portsmouth FC","£4.23m",27,"2014-02-15"
"Fleetwood Town","£2.54m",27,"2014-02-15"
"Shrewsbury Town","£4.10m",26,"2014-02-15"
"Swindon Town","£4.05m",35,"2014-02-15"
"Oxford United","£2.50m",29,"2014-02-15"
"Wigan Athletic","£48.83m",28,"2014-02-15"
"Lincoln City","£653Th.",24,"2014-02-15"
"Doncaster Rovers","£9.23m",24,"2014-02-15"
"Gillingham FC","£3.85m",32,"2014-02-15"
"Bristol Rovers","£2.63m",27,"2014-02-15"
"Plymouth Argyle","£2.77m",26,"2014-02-15"
"Burton Albion","£3.14m",23,"2014-02-15"
"Crewe Alexandra","£1.91m",24,"2014-02-15"
"Northampton Town","£3.85m",32,"2014-02-15"
"Peterborough United","£5.56m",24,"2014-02-15"
"Rochdale AFC","£2.12m",27,"2014-02-15"
"AFC Wimbledon","£2.07m",25,"2014-02-15"
"Accrington Stanley","£1.98m",24,"2014-02-15"
