"","Team","Value","Squad size","Date"
"1","Liverpool FC","€228.10m",25,"2012-08-15"
"2","Manchester City","€510.00m",27,"2012-08-15"
"3","Chelsea FC","€410.50m",27,"2012-08-15"
"4","Manchester United","€398.50m",26,"2012-08-15"
"5","Tottenham Hotspur","€284.00m",26,"2012-08-15"
"6","Arsenal FC","€373.25m",33,"2012-08-15"
"7","Everton FC","€116.50m",19,"2012-08-15"
"8","Leicester City","€30.05m",25,"2012-08-15"
"9","Wolverhampton Wanderers","€72.95m",30,"2012-08-15"
"10","Aston Villa","€116.50m",26,"2012-08-15"
"11","West Ham United","€69.95m",23,"2012-08-15"
"12","Newcastle United","€148.95m",30,"2012-08-15"
"13","Southampton FC","€43.30m",26,"2012-08-15"
"14","Brighton & Hove Albion","€21.30m",26,"2012-08-15"
"15","Fulham FC","€94.50m",27,"2012-08-15"
"16","Crystal Palace","€15.70m",23,"2012-08-15"
"17","Leeds United","€19.25m",29,"2012-08-15"
"18","Sheffield United","€12.45m",27,"2012-08-15"
"19","Burnley FC","€19.35m",28,"2012-08-15"
"20","West Bromwich Albion","€80.00m",26,"2012-08-15"
