"Team","Value","Squad size","Date"
"Ipswich Town","£17.42m",27,"2016-12-01"
"Hull City","£76.37m",26,"2016-12-01"
"Sunderland AFC","£89.55m",25,"2016-12-01"
"Blackpool FC","£3.08m",25,"2016-12-01"
"Charlton Athletic","£13.14m",27,"2016-12-01"
"Milton Keynes Dons","£5.90m",27,"2016-12-01"
"Portsmouth FC","£3.51m",27,"2016-12-01"
"Fleetwood Town","£4.59m",30,"2016-12-01"
"Shrewsbury Town","£4.70m",24,"2016-12-01"
"Swindon Town","£3.78m",24,"2016-12-01"
"Oxford United","£4.37m",29,"2016-12-01"
"Wigan Athletic","£17.75m",26,"2016-12-01"
"Lincoln City","£1.01m",25,"2016-12-01"
"Doncaster Rovers","£3.15m",25,"2016-12-01"
"Gillingham FC","£5.74m",30,"2016-12-01"
"Bristol Rovers","£3.51m",30,"2016-12-01"
"Plymouth Argyle","£3.67m",25,"2016-12-01"
"Burton Albion","£8.10m",26,"2016-12-01"
"Crewe Alexandra","£2.23m",21,"2016-12-01"
"Northampton Town","£4.41m",26,"2016-12-01"
"Peterborough United","£4.03m",25,"2016-12-01"
"Rochdale AFC","£3.67m",27,"2016-12-01"
"AFC Wimbledon","£2.93m",23,"2016-12-01"
"Accrington Stanley","£3.04m",29,"2016-12-01"
