"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€6.40m",32,"2012-08-01"
"2","Norwich City","€62.00m",28,"2012-08-01"
"3","Watford FC","€15.73m",29,"2012-08-01"
"4","Brentford FC","€4.00m",21,"2012-08-01"
"5","Cardiff City","€21.50m",25,"2012-08-01"
"6","Bristol City","€13.90m",23,"2012-08-01"
"7","Swansea City","€71.25m",26,"2012-08-01"
"8","Reading FC","€32.25m",25,"2012-08-01"
"9","Stoke City","€76.03m",23,"2012-08-01"
"10","Blackburn Rovers","€49.10m",28,"2012-08-01"
"11","Nottingham Forest","€17.88m",21,"2012-08-01"
"12","Middlesbrough FC","€29.63m",29,"2012-08-01"
"13","Derby County","€9.68m",23,"2012-08-01"
"14","Huddersfield Town","€14.65m",29,"2012-08-01"
"15","Birmingham City","€25.50m",20,"2012-08-01"
"16","Millwall FC","€13.35m",27,"2012-08-01"
"17","Sheffield Wednesday","€15.70m",29,"2012-08-01"
"18","Preston North End","€5.60m",25,"2012-08-01"
"19","Queens Park Rangers","€90.25m",31,"2012-08-01"
"20","Barnsley FC","€7.50m",24,"2012-08-01"
"21","Luton Town","€1.33m",23,"2012-08-01"
"22","Coventry City","€9.30m",25,"2012-08-01"
"23","Rotherham United","€5.48m",22,"2012-08-01"
"24","Wycombe Wanderers","€3.80m",29,"2012-08-01"
