"Team","Value","Squad size","Date"
"AFC Bournemouth","£70.43m",30,"2016-01-15"
"Norwich City","£70.88m",26,"2016-01-15"
"Watford FC","£75.56m",29,"2016-01-15"
"Brentford FC","£21.40m",29,"2016-01-15"
"Stoke City","£103.73m",26,"2016-01-15"
"Bristol City","£9.81m",19,"2016-01-15"
"Nottingham Forest","£38.34m",29,"2016-01-15"
"Swansea City","£103.05m",26,"2016-01-15"
"Blackburn Rovers","£27.90m",26,"2016-01-15"
"Reading FC","£38.25m",27,"2016-01-15"
"Cardiff City","£38.03m",30,"2016-01-15"
"Middlesbrough FC","£39.04m",26,"2016-01-15"
"Huddersfield Town","£12.47m",25,"2016-01-15"
"Birmingham City","£11.09m",26,"2016-01-15"
"Derby County","£50.63m",28,"2016-01-15"
"Millwall FC","£7.52m",26,"2016-01-15"
"Preston North End","£9.00m",27,"2016-01-15"
"Sheffield Wednesday","£35.69m",30,"2016-01-15"
"Queens Park Rangers","£65.57m",34,"2016-01-15"
"Barnsley FC","£3.58m",24,"2016-01-15"
"Luton Town","£4.68m",33,"2016-01-15"
"Coventry City","£8.57m",33,"2016-01-15"
"Rotherham United","£9.95m",27,"2016-01-15"
"Wycombe Wanderers","£1.87m",24,"2016-01-15"
