"","Team","Value","Squad size","Date"
"1","Salford City","€575Th.",17,"2017-06-01"
"2","Southend United","€5.03m",24,"2017-06-01"
"3","Bolton Wanderers","€11.78m",25,"2017-06-01"
"4","Oldham Athletic","€3.53m",22,"2017-06-01"
"5","Tranmere Rovers","€1.75m",29,"2017-06-01"
"6","Morecambe FC","€1.93m",18,"2017-06-01"
"7","Grimsby Town","€2.93m",27,"2017-06-01"
"8","Colchester United","€3.98m",28,"2017-06-01"
"9","Leyton Orient","€4.65m",29,"2017-06-01"
"10","Mansfield Town","€2.60m",23,"2017-06-01"
"11","Bradford City","€4.58m",22,"2017-06-01"
"12","Scunthorpe United","€5.55m",28,"2017-06-01"
"13","Barrow AFC","€575Th.",21,"2017-06-01"
"14","Port Vale FC","€4.63m",30,"2017-06-01"
"15","Cheltenham Town","€1.75m",23,"2017-06-01"
"16","Exeter City","€4.08m",30,"2017-06-01"
"17","Carlisle United","€2.93m",24,"2017-06-01"
"18","Crawley Town","€3.08m",23,"2017-06-01"
"19","Newport County","€2.38m",29,"2017-06-01"
"20","Cambridge United","€2.95m",24,"2017-06-01"
"21","Walsall FC","€3.38m",23,"2017-06-01"
"22","Forest Green Rovers","€1.90m",25,"2017-06-01"
"23","Stevenage FC","€2.48m",24,"2017-06-01"
"24","Harrogate Town","€1.40m",29,"2017-06-01"
