"Team","Value","Squad size","Date"
"Hull City","£54.86m",29,"2018-05-15"
"Ipswich Town","£20.30m",28,"2018-05-15"
"Blackpool FC","£3.89m",27,"2018-05-15"
"Sunderland AFC","£45.23m",28,"2018-05-15"
"Shrewsbury Town","£3.08m",27,"2018-05-15"
"Charlton Athletic","£8.55m",25,"2018-05-15"
"Fleetwood Town","£4.57m",27,"2018-05-15"
"Milton Keynes Dons","£7.97m",30,"2018-05-15"
"Oxford United","£7.27m",29,"2018-05-15"
"Wigan Athletic","£11.36m",31,"2018-05-15"
"Swindon Town","£2.88m",28,"2018-05-15"
"Doncaster Rovers","£3.26m",27,"2018-05-15"
"Portsmouth FC","£5.29m",27,"2018-05-15"
"Burton Albion","£8.01m",25,"2018-05-15"
"Gillingham FC","£3.58m",29,"2018-05-15"
"Bristol Rovers","£3.26m",24,"2018-05-15"
"Plymouth Argyle","£4.30m",30,"2018-05-15"
"Northampton Town","£6.37m",26,"2018-05-15"
"Lincoln City","£2.95m",25,"2018-05-15"
"Peterborough United","£4.66m",26,"2018-05-15"
"Rochdale AFC","£3.96m",28,"2018-05-15"
"Crewe Alexandra","£2.21m",28,"2018-05-15"
"AFC Wimbledon","£4.23m",30,"2018-05-15"
"Accrington Stanley","£1.73m",24,"2018-05-15"
