"Team","Value","Squad size","Date"
"Liverpool FC","£393.71m",37,"2016-07-01"
"Manchester City","£473.99m",27,"2016-07-01"
"Chelsea FC","£475.70m",39,"2016-07-01"
"Manchester United","£395.78m",33,"2016-07-01"
"Tottenham Hotspur","£340.07m",27,"2016-07-01"
"Arsenal FC","£445.73m",34,"2016-07-01"
"Everton FC","£218.93m",28,"2016-07-01"
"Leicester City","£141.75m",26,"2016-07-01"
"Wolverhampton Wanderers","£19.17m",26,"2016-07-01"
"Aston Villa","£100.98m",31,"2016-07-01"
"West Ham United","£152.80m",27,"2016-07-01"
"Newcastle United","£175.50m",35,"2016-07-01"
"Brighton & Hove Albion","£30.15m",25,"2016-07-01"
"Southampton FC","£159.53m",26,"2016-07-01"
"Crystal Palace","£106.74m",26,"2016-07-01"
"Fulham FC","£27.95m",24,"2016-07-01"
"Leeds United","£18.86m",19,"2016-07-01"
"Sheffield United","£6.39m",23,"2016-07-01"
"Burnley FC","£42.84m",24,"2016-07-01"
"West Bromwich Albion","£79.29m",21,"2016-07-01"
