"Team","Value","Squad size","Date"
"AFC Bournemouth","£79.92m",29,"2016-03-15"
"Norwich City","£84.47m",28,"2016-03-15"
"Watford FC","£95.85m",27,"2016-03-15"
"Brentford FC","£18.74m",27,"2016-03-15"
"Cardiff City","£36.14m",27,"2016-03-15"
"Bristol City","£18.54m",23,"2016-03-15"
"Swansea City","£103.59m",23,"2016-03-15"
"Stoke City","£122.63m",24,"2016-03-15"
"Reading FC","£36.68m",27,"2016-03-15"
"Blackburn Rovers","£25.22m",26,"2016-03-15"
"Nottingham Forest","£35.28m",29,"2016-03-15"
"Middlesbrough FC","£51.80m",25,"2016-03-15"
"Derby County","£47.97m",24,"2016-03-15"
"Huddersfield Town","£14.99m",25,"2016-03-15"
"Birmingham City","£15.23m",26,"2016-03-15"
"Millwall FC","£6.53m",22,"2016-03-15"
"Sheffield Wednesday","£38.52m",28,"2016-03-15"
"Preston North End","£10.26m",26,"2016-03-15"
"Queens Park Rangers","£37.53m",30,"2016-03-15"
"Barnsley FC","£3.15m",29,"2016-03-15"
"Luton Town","£4.46m",27,"2016-03-15"
"Coventry City","£8.84m",29,"2016-03-15"
"Rotherham United","£12.80m",30,"2016-03-15"
"Wycombe Wanderers","£2.09m",22,"2016-03-15"
