"Team","Value","Squad size","Date"
"Salford City","£585Th.",25,"2017-10-15"
"Bolton Wanderers","£14.63m",26,"2017-10-15"
"Oldham Athletic","£7.11m",28,"2017-10-15"
"Barrow AFC","£855Th.",24,"2017-10-15"
"Morecambe FC","£2.25m",29,"2017-10-15"
"Mansfield Town","£3.62m",24,"2017-10-15"
"Tranmere Rovers","£1.53m",27,"2017-10-15"
"Grimsby Town","£2.54m",28,"2017-10-15"
"Leyton Orient","£2.36m",32,"2017-10-15"
"Colchester United","£3.20m",26,"2017-10-15"
"Scunthorpe United","£6.28m",26,"2017-10-15"
"Bradford City","£4.12m",33,"2017-10-15"
"Port Vale FC","£2.97m",34,"2017-10-15"
"Crawley Town","£2.54m",24,"2017-10-15"
"Exeter City","£3.85m",29,"2017-10-15"
"Newport County","£2.00m",25,"2017-10-15"
"Southend United","£6.46m",24,"2017-10-15"
"Cheltenham Town","£2.48m",25,"2017-10-15"
"Cambridge United","£2.09m",23,"2017-10-15"
"Carlisle United","£2.30m",23,"2017-10-15"
"Stevenage FC","£1.80m",28,"2017-10-15"
"Forest Green Rovers","£1.49m",27,"2017-10-15"
"Walsall FC","£2.79m",27,"2017-10-15"
"Harrogate Town","£698Th.",23,"2017-10-15"
