"Team","Value","Squad size","Date"
"Salford City","£585Th.",25,"2017-11-15"
"Bolton Wanderers","£14.63m",26,"2017-11-15"
"Oldham Athletic","£6.84m",29,"2017-11-15"
"Barrow AFC","£1.13m",23,"2017-11-15"
"Morecambe FC","£2.25m",29,"2017-11-15"
"Mansfield Town","£3.69m",25,"2017-11-15"
"Tranmere Rovers","£1.44m",29,"2017-11-15"
"Grimsby Town","£2.50m",28,"2017-11-15"
"Leyton Orient","£2.36m",31,"2017-11-15"
"Colchester United","£3.22m",28,"2017-11-15"
"Scunthorpe United","£5.96m",27,"2017-11-15"
"Bradford City","£4.46m",35,"2017-11-15"
"Port Vale FC","£2.93m",33,"2017-11-15"
"Crawley Town","£2.59m",26,"2017-11-15"
"Exeter City","£3.87m",30,"2017-11-15"
"Newport County","£2.12m",24,"2017-11-15"
"Southend United","£5.54m",26,"2017-11-15"
"Cheltenham Town","£2.48m",25,"2017-11-15"
"Cambridge United","£2.09m",24,"2017-11-15"
"Carlisle United","£2.34m",26,"2017-11-15"
"Stevenage FC","£1.73m",27,"2017-11-15"
"Forest Green Rovers","£1.26m",25,"2017-11-15"
"Walsall FC","£2.77m",27,"2017-11-15"
"Harrogate Town","£765Th.",24,"2017-11-15"
