"","Team","Value","Squad size","Date"
"1","Hull City","€54.75m",25,"2013-12-15"
"2","Ipswich Town","€11.93m",23,"2013-12-15"
"3","Blackpool FC","€23.10m",27,"2013-12-15"
"4","Sunderland AFC","€108.15m",25,"2013-12-15"
"5","Shrewsbury Town","€3.20m",21,"2013-12-15"
"6","Charlton Athletic","€11.80m",25,"2013-12-15"
"7","Fleetwood Town","€3.38m",28,"2013-12-15"
"8","Milton Keynes Dons","€5.80m",21,"2013-12-15"
"9","Oxford United","€2.63m",27,"2013-12-15"
"10","Wigan Athletic","€55.35m",26,"2013-12-15"
"11","Swindon Town","€4.75m",32,"2013-12-15"
"12","Doncaster Rovers","€11.65m",29,"2013-12-15"
"13","Portsmouth FC","€4.48m",24,"2013-12-15"
"14","Burton Albion","€3.14m",23,"2013-12-15"
"15","Gillingham FC","€3.68m",29,"2013-12-15"
"16","Bristol Rovers","€2.95m",27,"2013-12-15"
"17","Plymouth Argyle","€3.70m",27,"2013-12-15"
"18","Northampton Town","€4.88m",31,"2013-12-15"
"19","Lincoln City","€550Th.",21,"2013-12-15"
"20","Peterborough United","€8.50m",23,"2013-12-15"
"21","Rochdale AFC","€2.90m",28,"2013-12-15"
"22","Crewe Alexandra","€3.00m",30,"2013-12-15"
"23","AFC Wimbledon","€2.43m",25,"2013-12-15"
"24","Accrington Stanley","€2.00m",25,"2013-12-15"
