"Team","Value","Squad size","Date"
"Salford City","-",0,"2012-05-15"
"Southend United","£5.09m",31,"2012-05-15"
"Bolton Wanderers","£74.70m",29,"2012-05-15"
"Oldham Athletic","£3.38m",31,"2012-05-15"
"Tranmere Rovers","£2.66m",25,"2012-05-15"
"Morecambe FC","£2.99m",30,"2012-05-15"
"Grimsby Town","£1.40m",25,"2012-05-15"
"Colchester United","£7.13m",27,"2012-05-15"
"Leyton Orient","£5.69m",25,"2012-05-15"
"Mansfield Town","£1.87m",24,"2012-05-15"
"Bradford City","£5.47m",30,"2012-05-15"
"Scunthorpe United","£5.13m",26,"2012-05-15"
"Barrow AFC","£608Th.",21,"2012-05-15"
"Port Vale FC","£2.34m",25,"2012-05-15"
"Cheltenham Town","£3.58m",23,"2012-05-15"
"Exeter City","£5.72m",32,"2012-05-15"
"Carlisle United","£5.58m",24,"2012-05-15"
"Crawley Town","£3.92m",27,"2012-05-15"
"Newport County","£450Th.",26,"2012-05-15"
"Walsall FC","£4.19m",23,"2012-05-15"
"Forest Green Rovers","£2.00m",29,"2012-05-15"
"Stevenage FC","£3.94m",24,"2012-05-15"
"Cambridge United","£338Th.",24,"2012-05-15"
"Harrogate Town","£383Th.",22,"2012-05-15"
