"Team","Value","Squad size","Date"
"Hull City","£43.16m",26,"2019-05-15"
"Ipswich Town","£21.02m",32,"2019-05-15"
"Blackpool FC","£4.61m",27,"2019-05-15"
"Sunderland AFC","£23.04m",29,"2019-05-15"
"Shrewsbury Town","£3.98m",31,"2019-05-15"
"Charlton Athletic","£9.72m",25,"2019-05-15"
"Fleetwood Town","£6.21m",24,"2019-05-15"
"Milton Keynes Dons","£6.12m",27,"2019-05-15"
"Oxford United","£7.20m",25,"2019-05-15"
"Wigan Athletic","£23.99m",30,"2019-05-15"
"Swindon Town","£3.38m",29,"2019-05-15"
"Doncaster Rovers","£2.39m",27,"2019-05-15"
"Portsmouth FC","£4.93m",27,"2019-05-15"
"Burton Albion","£5.09m",25,"2019-05-15"
"Gillingham FC","£3.22m",25,"2019-05-15"
"Bristol Rovers","£3.58m",25,"2019-05-15"
"Plymouth Argyle","£4.91m",27,"2019-05-15"
"Northampton Town","£3.53m",26,"2019-05-15"
"Lincoln City","£4.93m",25,"2019-05-15"
"Peterborough United","£6.93m",27,"2019-05-15"
"Rochdale AFC","£5.06m",27,"2019-05-15"
"Crewe Alexandra","£2.05m",22,"2019-05-15"
"AFC Wimbledon","£2.75m",28,"2019-05-15"
"Accrington Stanley","£2.45m",27,"2019-05-15"
