"","Team","Value","Squad size","Date"
"1","Liverpool FC","€1.07bn",22,"2019-09-15"
"2","Manchester City","€1.28bn",23,"2019-09-15"
"3","Chelsea FC","€807.00m",25,"2019-09-15"
"4","Manchester United","€753.25m",25,"2019-09-15"
"5","Tottenham Hotspur","€984.00m",24,"2019-09-15"
"6","Arsenal FC","€683.75m",24,"2019-09-15"
"7","Everton FC","€506.00m",26,"2019-09-15"
"8","Leicester City","€410.25m",27,"2019-09-15"
"9","Wolverhampton Wanderers","€333.75m",25,"2019-09-15"
"10","Aston Villa","€191.00m",25,"2019-09-15"
"11","West Ham United","€348.75m",24,"2019-09-15"
"12","Newcastle United","€273.58m",28,"2019-09-15"
"13","Southampton FC","€237.00m",22,"2019-09-15"
"14","Brighton & Hove Albion","€217.10m",25,"2019-09-15"
"15","Fulham FC","€136.00m",26,"2019-09-15"
"16","Crystal Palace","€236.55m",24,"2019-09-15"
"17","Leeds United","€90.00m",26,"2019-09-15"
"18","Sheffield United","€91.45m",26,"2019-09-15"
"19","Burnley FC","€198.75m",24,"2019-09-15"
"20","West Bromwich Albion","€81.35m",25,"2019-09-15"
