"Team","Value","Squad size","Date"
"Liverpool FC","£216.09m",25,"2012-09-15"
"Manchester City","£448.43m",25,"2012-09-15"
"Chelsea FC","£348.30m",23,"2012-09-15"
"Manchester United","£396.90m",28,"2012-09-15"
"Tottenham Hotspur","£234.90m",24,"2012-09-15"
"Arsenal FC","£256.28m",27,"2012-09-15"
"Everton FC","£111.38m",21,"2012-09-15"
"Leicester City","£27.05m",25,"2012-09-15"
"Wolverhampton Wanderers","£61.38m",29,"2012-09-15"
"Aston Villa","£108.23m",28,"2012-09-15"
"West Ham United","£83.21m",24,"2012-09-15"
"Newcastle United","£142.65m",29,"2012-09-15"
"Brighton & Hove Albion","£21.87m",30,"2012-09-15"
"Southampton FC","£59.54m",24,"2012-09-15"
"Crystal Palace","£17.82m",23,"2012-09-15"
"Fulham FC","£76.73m",26,"2012-09-15"
"Leeds United","£17.55m",28,"2012-09-15"
"Sheffield United","£7.83m",24,"2012-09-15"
"Burnley FC","£17.33m",26,"2012-09-15"
"West Bromwich Albion","£75.60m",27,"2012-09-15"
