"Team","Value","Squad size","Date"
"AFC Bournemouth","£6.08m",32,"2012-10-01"
"Norwich City","£57.56m",29,"2012-10-01"
"Watford FC","£20.48m",34,"2012-10-01"
"Brentford FC","£4.19m",27,"2012-10-01"
"Stoke City","£87.39m",28,"2012-10-01"
"Bristol City","£16.47m",29,"2012-10-01"
"Nottingham Forest","£27.45m",24,"2012-10-01"
"Swansea City","£65.03m",24,"2012-10-01"
"Blackburn Rovers","£51.80m",31,"2012-10-01"
"Reading FC","£33.08m",24,"2012-10-01"
"Cardiff City","£28.08m",27,"2012-10-01"
"Middlesbrough FC","£30.78m",30,"2012-10-01"
"Huddersfield Town","£14.04m",26,"2012-10-01"
"Birmingham City","£24.53m",25,"2012-10-01"
"Derby County","£11.23m",27,"2012-10-01"
"Millwall FC","£12.69m",27,"2012-10-01"
"Preston North End","£4.30m",26,"2012-10-01"
"Sheffield Wednesday","£18.65m",29,"2012-10-01"
"Queens Park Rangers","£97.20m",29,"2012-10-01"
"Barnsley FC","£8.78m",30,"2012-10-01"
"Luton Town","£1.44m",25,"2012-10-01"
"Coventry City","£8.60m",29,"2012-10-01"
"Rotherham United","£5.13m",22,"2012-10-01"
"Wycombe Wanderers","£3.80m",32,"2012-10-01"
