"Team","Value","Squad size","Date"
"Liverpool FC","£259.65m",23,"2011-02-01"
"Manchester City","£316.17m",26,"2011-02-01"
"Chelsea FC","£320.40m",21,"2011-02-01"
"Manchester United","£334.08m",29,"2011-02-01"
"Tottenham Hotspur","£251.78m",28,"2011-02-01"
"Arsenal FC","£262.80m",23,"2011-02-01"
"Everton FC","£139.41m",20,"2011-02-01"
"Leicester City","£35.19m",33,"2011-02-01"
"Wolverhampton Wanderers","£66.51m",29,"2011-02-01"
"Aston Villa","£132.89m",26,"2011-02-01"
"West Ham United","£117.36m",31,"2011-02-01"
"Newcastle United","£81.23m",26,"2011-02-01"
"Brighton & Hove Albion","£6.41m",30,"2011-02-01"
"Southampton FC","£16.74m",31,"2011-02-01"
"Fulham FC","£91.80m",27,"2011-02-01"
"Crystal Palace","£16.70m",29,"2011-02-01"
"Leeds United","£19.69m",25,"2011-02-01"
"Sheffield United","£23.29m",35,"2011-02-01"
"Burnley FC","£31.41m",28,"2011-02-01"
"West Bromwich Albion","£65.03m",25,"2011-02-01"
