"","Team","Value","Squad size","Date"
"1","Salford City","€50Th.",3,"2013-05-15"
"2","Southend United","€3.78m",29,"2013-05-15"
"3","Bolton Wanderers","€47.85m",30,"2013-05-15"
"4","Oldham Athletic","€5.40m",28,"2013-05-15"
"5","Tranmere Rovers","€3.45m",27,"2013-05-15"
"6","Morecambe FC","€2.35m",22,"2013-05-15"
"7","Grimsby Town","€1.58m",22,"2013-05-15"
"8","Colchester United","€5.68m",28,"2013-05-15"
"9","Leyton Orient","€5.15m",20,"2013-05-15"
"10","Mansfield Town","€2.43m",28,"2013-05-15"
"11","Bradford City","€5.18m",25,"2013-05-15"
"12","Scunthorpe United","€4.40m",24,"2013-05-15"
"13","Barrow AFC","€900Th.",19,"2013-05-15"
"14","Port Vale FC","€3.75m",23,"2013-05-15"
"15","Cheltenham Town","€2.15m",20,"2013-05-15"
"16","Exeter City","€4.15m",28,"2013-05-15"
"17","Carlisle United","€3.98m",24,"2013-05-15"
"18","Crawley Town","€3.03m",25,"2013-05-15"
"19","Newport County","€2.13m",25,"2013-05-15"
"20","Cambridge United","€400Th.",21,"2013-05-15"
"21","Walsall FC","€3.65m",25,"2013-05-15"
"22","Forest Green Rovers","€1.50m",26,"2013-05-15"
"23","Stevenage FC","€5.18m",27,"2013-05-15"
"24","Harrogate Town","€1.70m",36,"2013-05-15"
