"Team","Value","Squad size","Date"
"Liverpool FC","£300.83m",27,"2015-09-01"
"Manchester City","£432.77m",25,"2015-09-01"
"Chelsea FC","£479.48m",24,"2015-09-01"
"Manchester United","£332.33m",24,"2015-09-01"
"Tottenham Hotspur","£268.20m",27,"2015-09-01"
"Arsenal FC","£361.80m",24,"2015-09-01"
"Everton FC","£161.82m",26,"2015-09-01"
"Leicester City","£79.02m",23,"2015-09-01"
"Wolverhampton Wanderers","£19.53m",28,"2015-09-01"
"Aston Villa","£91.85m",29,"2015-09-01"
"West Ham United","£125.55m",24,"2015-09-01"
"Newcastle United","£142.65m",29,"2015-09-01"
"Brighton & Hove Albion","£23.85m",27,"2015-09-01"
"Southampton FC","£162.68m",26,"2015-09-01"
"Crystal Palace","£108.23m",31,"2015-09-01"
"Fulham FC","£25.74m",31,"2015-09-01"
"Leeds United","£17.96m",21,"2015-09-01"
"Sheffield United","£10.44m",30,"2015-09-01"
"Burnley FC","£34.56m",29,"2015-09-01"
"West Bromwich Albion","£87.75m",25,"2015-09-01"
