"Team","Value","Squad size","Date"
"Liverpool FC","£217.35m",23,"2011-02-15"
"Manchester City","£330.08m",25,"2011-02-15"
"Chelsea FC","£367.65m",22,"2011-02-15"
"Manchester United","£337.23m",28,"2011-02-15"
"Tottenham Hotspur","£254.34m",27,"2011-02-15"
"Arsenal FC","£277.65m",23,"2011-02-15"
"Everton FC","£142.74m",20,"2011-02-15"
"Leicester City","£36.99m",34,"2011-02-15"
"Wolverhampton Wanderers","£67.28m",29,"2011-02-15"
"Aston Villa","£139.95m",25,"2011-02-15"
"West Ham United","£113.85m",31,"2011-02-15"
"Newcastle United","£83.03m",25,"2011-02-15"
"Southampton FC","£15.32m",29,"2011-02-15"
"Brighton & Hove Albion","£5.78m",30,"2011-02-15"
"Fulham FC","£92.48m",28,"2011-02-15"
"Crystal Palace","£17.15m",30,"2011-02-15"
"Leeds United","£21.26m",27,"2011-02-15"
"Sheffield United","£22.84m",35,"2011-02-15"
"Burnley FC","£30.98m",29,"2011-02-15"
"West Bromwich Albion","£68.63m",24,"2011-02-15"
