"Team","Value","Squad size","Date"
"Salford City","£90Th.",6,"2014-04-01"
"Southend United","£2.97m",26,"2014-04-01"
"Bolton Wanderers","£34.74m",26,"2014-04-01"
"Oldham Athletic","£4.46m",26,"2014-04-01"
"Tranmere Rovers","£2.45m",23,"2014-04-01"
"Morecambe FC","£2.05m",27,"2014-04-01"
"Grimsby Town","£698Th.",23,"2014-04-01"
"Colchester United","£3.29m",25,"2014-04-01"
"Leyton Orient","£5.78m",23,"2014-04-01"
"Mansfield Town","£1.06m",27,"2014-04-01"
"Bradford City","£6.14m",27,"2014-04-01"
"Scunthorpe United","£3.96m",27,"2014-04-01"
"Barrow AFC","£540Th.",20,"2014-04-01"
"Port Vale FC","£3.44m",25,"2014-04-01"
"Cheltenham Town","£1.78m",22,"2014-04-01"
"Exeter City","£2.68m",23,"2014-04-01"
"Carlisle United","£3.33m",28,"2014-04-01"
"Crawley Town","£3.31m",22,"2014-04-01"
"Newport County","£2.30m",27,"2014-04-01"
"Walsall FC","£4.10m",25,"2014-04-01"
"Forest Green Rovers","£1.49m",26,"2014-04-01"
"Stevenage FC","£3.96m",29,"2014-04-01"
"Cambridge United","£855Th.",26,"2014-04-01"
"Harrogate Town","£2.00m",34,"2014-04-01"
