"","Team","Value","Squad size","Date"
"1","Hull City","€17.40m",30,"2012-02-15"
"2","Ipswich Town","€17.55m",24,"2012-02-15"
"3","Blackpool FC","€22.75m",29,"2012-02-15"
"4","Sunderland AFC","€114.25m",26,"2012-02-15"
"5","Shrewsbury Town","€3.80m",23,"2012-02-15"
"6","Charlton Athletic","€12.88m",28,"2012-02-15"
"7","Fleetwood Town","€675Th.",30,"2012-02-15"
"8","Milton Keynes Dons","€7.03m",21,"2012-02-15"
"9","Oxford United","€6.25m",27,"2012-02-15"
"10","Wigan Athletic","€73.00m",26,"2012-02-15"
"11","Swindon Town","€5.83m",31,"2012-02-15"
"12","Doncaster Rovers","€12.65m",31,"2012-02-15"
"13","Portsmouth FC","€17.95m",20,"2012-02-15"
"14","Burton Albion","€3.48m",27,"2012-02-15"
"15","Gillingham FC","€3.70m",29,"2012-02-15"
"16","Bristol Rovers","€4.98m",31,"2012-02-15"
"17","Plymouth Argyle","€5.58m",30,"2012-02-15"
"18","Northampton Town","€7.03m",29,"2012-02-15"
"19","Lincoln City","€1.60m",28,"2012-02-15"
"20","Peterborough United","€9.53m",19,"2012-02-15"
"21","Rochdale AFC","€5.00m",28,"2012-02-15"
"22","Crewe Alexandra","€1.40m",28,"2012-02-15"
"23","AFC Wimbledon","€1.33m",29,"2012-02-15"
"24","Accrington Stanley","€1.95m",22,"2012-02-15"
