"Team","Value","Squad size","Date"
"Hull City","£33.35m",27,"2013-04-01"
"Ipswich Town","£14.60m",26,"2013-04-01"
"Blackpool FC","£28.35m",31,"2013-04-01"
"Sunderland AFC","£106.20m",22,"2013-04-01"
"Charlton Athletic","£8.87m",25,"2013-04-01"
"Shrewsbury Town","£3.33m",26,"2013-04-01"
"Fleetwood Town","£3.08m",31,"2013-04-01"
"Milton Keynes Dons","£5.31m",23,"2013-04-01"
"Oxford United","£2.93m",25,"2013-04-01"
"Wigan Athletic","£64.58m",25,"2013-04-01"
"Swindon Town","£3.42m",24,"2013-04-01"
"Doncaster Rovers","£7.02m",27,"2013-04-01"
"Portsmouth FC","£3.51m",18,"2013-04-01"
"Burton Albion","£2.53m",25,"2013-04-01"
"Gillingham FC","£2.05m",22,"2013-04-01"
"Bristol Rovers","£3.38m",31,"2013-04-01"
"Northampton Town","£3.62m",22,"2013-04-01"
"Plymouth Argyle","£3.47m",27,"2013-04-01"
"Lincoln City","£540Th.",26,"2013-04-01"
"Peterborough United","£7.20m",30,"2013-04-01"
"Rochdale AFC","£2.59m",26,"2013-04-01"
"Crewe Alexandra","£2.57m",28,"2013-04-01"
"AFC Wimbledon","£3.06m",28,"2013-04-01"
"Accrington Stanley","£3.44m",28,"2013-04-01"
