"","Team","Value","Squad size","Date"
"1","Liverpool FC","€979.45m",29,"2020-06-15"
"2","Manchester City","€1.02bn",27,"2020-06-15"
"3","Chelsea FC","€678.00m",26,"2020-06-15"
"4","Manchester United","€647.98m",29,"2020-06-15"
"5","Tottenham Hotspur","€714.40m",28,"2020-06-15"
"6","Arsenal FC","€571.35m",26,"2020-06-15"
"7","Everton FC","€421.65m",31,"2020-06-15"
"8","Leicester City","€407.85m",28,"2020-06-15"
"9","Wolverhampton Wanderers","€298.00m",27,"2020-06-15"
"10","Aston Villa","€224.55m",31,"2020-06-15"
"11","West Ham United","€292.95m",27,"2020-06-15"
"12","Newcastle United","€253.28m",35,"2020-06-15"
"13","Southampton FC","€194.40m",25,"2020-06-15"
"14","Brighton & Hove Albion","€183.90m",26,"2020-06-15"
"15","Fulham FC","€99.70m",25,"2020-06-15"
"16","Crystal Palace","€173.50m",24,"2020-06-15"
"17","Leeds United","€84.35m",32,"2020-06-15"
"18","Sheffield United","€135.40m",32,"2020-06-15"
"19","Burnley FC","€158.75m",24,"2020-06-15"
"20","West Bromwich Albion","€75.08m",29,"2020-06-15"
