"Team","Value","Squad size","Date"
"Hull City","£11.54m",27,"2020-11-15"
"Ipswich Town","£11.21m",29,"2020-11-15"
"Blackpool FC","£10.53m",28,"2020-11-15"
"Sunderland AFC","£9.41m",26,"2020-11-15"
"Shrewsbury Town","£8.53m",30,"2020-11-15"
"Charlton Athletic","£8.26m",25,"2020-11-15"
"Fleetwood Town","£7.40m",27,"2020-11-15"
"Milton Keynes Dons","£5.13m",24,"2020-11-15"
"Oxford United","£5.74m",26,"2020-11-15"
"Wigan Athletic","£4.91m",32,"2020-11-15"
"Swindon Town","£4.16m",25,"2020-11-15"
"Doncaster Rovers","£4.10m",25,"2020-11-15"
"Portsmouth FC","£3.94m",24,"2020-11-15"
"Burton Albion","£4.01m",31,"2020-11-15"
"Gillingham FC","£3.42m",24,"2020-11-15"
"Bristol Rovers","£3.40m",31,"2020-11-15"
"Plymouth Argyle","£3.04m",27,"2020-11-15"
"Northampton Town","£2.93m",29,"2020-11-15"
"Lincoln City","£2.90m",24,"2020-11-15"
"Peterborough United","£2.63m",28,"2020-11-15"
"Rochdale AFC","£2.12m",27,"2020-11-15"
"Crewe Alexandra","£1.98m",29,"2020-11-15"
"AFC Wimbledon","£1.58m",28,"2020-11-15"
"Accrington Stanley","£1.22m",28,"2020-11-15"
