"","Team","Value","Squad size","Date"
"1","Liverpool FC","€366.35m",31,"2016-03-01"
"2","Manchester City","€501.75m",24,"2016-03-01"
"3","Chelsea FC","€490.00m",25,"2016-03-01"
"4","Manchester United","€411.75m",27,"2016-03-01"
"5","Tottenham Hotspur","€312.50m",22,"2016-03-01"
"6","Arsenal FC","€440.00m",28,"2016-03-01"
"7","Everton FC","€234.00m",27,"2016-03-01"
"8","Leicester City","€127.10m",24,"2016-03-01"
"9","Wolverhampton Wanderers","€26.78m",30,"2016-03-01"
"10","Aston Villa","€105.25m",24,"2016-03-01"
"11","West Ham United","€172.00m",25,"2016-03-01"
"12","Newcastle United","€182.00m",32,"2016-03-01"
"13","Southampton FC","€206.75m",26,"2016-03-01"
"14","Brighton & Hove Albion","€32.55m",29,"2016-03-01"
"15","Fulham FC","€38.35m",28,"2016-03-01"
"16","Crystal Palace","€125.75m",28,"2016-03-01"
"17","Leeds United","€23.70m",23,"2016-03-01"
"18","Sheffield United","€10.58m",31,"2016-03-01"
"19","Burnley FC","€44.80m",30,"2016-03-01"
"20","West Bromwich Albion","€101.10m",24,"2016-03-01"
