"","Team","Value","Squad size","Date"
"1","Hull City","€32.30m",27,"2010-12-15"
"2","Ipswich Town","€29.05m",30,"2010-12-15"
"3","Blackpool FC","€26.80m",30,"2010-12-15"
"4","Sunderland AFC","€104.25m",23,"2010-12-15"
"5","Shrewsbury Town","€5.85m",29,"2010-12-15"
"6","Charlton Athletic","€11.38m",29,"2010-12-15"
"7","Fleetwood Town","€2.03m",34,"2010-12-15"
"8","Milton Keynes Dons","€6.53m",25,"2010-12-15"
"9","Oxford United","€3.45m",24,"2010-12-15"
"10","Wigan Athletic","€66.50m",22,"2010-12-15"
"11","Swindon Town","€6.08m",27,"2010-12-15"
"12","Doncaster Rovers","€12.63m",26,"2010-12-15"
"13","Portsmouth FC","€26.55m",24,"2010-12-15"
"14","Burton Albion","€4.38m",26,"2010-12-15"
"15","Gillingham FC","€5.38m",34,"2010-12-15"
"16","Bristol Rovers","€6.18m",24,"2010-12-15"
"17","Plymouth Argyle","€11.10m",29,"2010-12-15"
"18","Northampton Town","€4.25m",25,"2010-12-15"
"19","Lincoln City","€3.03m",25,"2010-12-15"
"20","Peterborough United","€8.53m",25,"2010-12-15"
"21","Rochdale AFC","€4.18m",29,"2010-12-15"
"22","Crewe Alexandra","€2.18m",28,"2010-12-15"
"23","AFC Wimbledon","€325Th.",26,"2010-12-15"
"24","Accrington Stanley","€1.78m",26,"2010-12-15"
