"Team","Value","Squad size","Date"
"Salford City","£720Th.",20,"2017-02-01"
"Southend United","£4.88m",26,"2017-02-01"
"Bolton Wanderers","£12.92m",23,"2017-02-01"
"Oldham Athletic","£3.80m",24,"2017-02-01"
"Tranmere Rovers","£1.40m",27,"2017-02-01"
"Morecambe FC","£1.80m",18,"2017-02-01"
"Grimsby Town","£2.97m",32,"2017-02-01"
"Colchester United","£4.01m",31,"2017-02-01"
"Leyton Orient","£3.85m",22,"2017-02-01"
"Mansfield Town","£3.24m",27,"2017-02-01"
"Bradford City","£4.55m",26,"2017-02-01"
"Scunthorpe United","£5.11m",26,"2017-02-01"
"Barrow AFC","£743Th.",26,"2017-02-01"
"Port Vale FC","£4.50m",31,"2017-02-01"
"Cheltenham Town","£1.53m",23,"2017-02-01"
"Exeter City","£3.71m",32,"2017-02-01"
"Carlisle United","£2.70m",22,"2017-02-01"
"Crawley Town","£2.88m",24,"2017-02-01"
"Newport County","£2.41m",33,"2017-02-01"
"Cambridge United","£2.79m",26,"2017-02-01"
"Walsall FC","£3.13m",25,"2017-02-01"
"Forest Green Rovers","£1.44m",22,"2017-02-01"
"Stevenage FC","£2.39m",28,"2017-02-01"
"Harrogate Town","£2.61m",44,"2017-02-01"
