"Team","Value","Squad size","Date"
"Hull City","£63.27m",30,"2018-01-15"
"Ipswich Town","£18.90m",28,"2018-01-15"
"Blackpool FC","£3.98m",28,"2018-01-15"
"Sunderland AFC","£51.53m",25,"2018-01-15"
"Charlton Athletic","£7.83m",24,"2018-01-15"
"Shrewsbury Town","£3.22m",28,"2018-01-15"
"Fleetwood Town","£5.49m",31,"2018-01-15"
"Milton Keynes Dons","£5.81m",27,"2018-01-15"
"Oxford United","£6.77m",34,"2018-01-15"
"Wigan Athletic","£11.16m",29,"2018-01-15"
"Swindon Town","£3.02m",28,"2018-01-15"
"Doncaster Rovers","£3.04m",28,"2018-01-15"
"Portsmouth FC","£4.55m",26,"2018-01-15"
"Burton Albion","£8.19m",25,"2018-01-15"
"Gillingham FC","£3.08m",27,"2018-01-15"
"Bristol Rovers","£2.66m",24,"2018-01-15"
"Northampton Town","£7.04m",31,"2018-01-15"
"Plymouth Argyle","£4.05m",26,"2018-01-15"
"Lincoln City","£2.54m",23,"2018-01-15"
"Peterborough United","£4.10m",27,"2018-01-15"
"Rochdale AFC","£3.87m",27,"2018-01-15"
"Crewe Alexandra","£2.14m",27,"2018-01-15"
"AFC Wimbledon","£3.69m",28,"2018-01-15"
"Accrington Stanley","£1.73m",23,"2018-01-15"
