"Team","Value","Squad size","Date"
"AFC Bournemouth","£79.92m",28,"2016-05-01"
"Norwich City","£82.58m",26,"2016-05-01"
"Watford FC","£95.85m",27,"2016-05-01"
"Brentford FC","£20.48m",27,"2016-05-01"
"Cardiff City","£36.59m",28,"2016-05-01"
"Bristol City","£18.45m",23,"2016-05-01"
"Swansea City","£103.66m",24,"2016-05-01"
"Reading FC","£31.23m",22,"2016-05-01"
"Stoke City","£122.63m",24,"2016-05-01"
"Blackburn Rovers","£24.77m",25,"2016-05-01"
"Nottingham Forest","£35.15m",28,"2016-05-01"
"Middlesbrough FC","£52.11m",27,"2016-05-01"
"Derby County","£47.97m",25,"2016-05-01"
"Huddersfield Town","£13.05m",24,"2016-05-01"
"Birmingham City","£17.30m",28,"2016-05-01"
"Millwall FC","£7.02m",25,"2016-05-01"
"Sheffield Wednesday","£39.06m",29,"2016-05-01"
"Preston North End","£10.13m",25,"2016-05-01"
"Queens Park Rangers","£37.08m",29,"2016-05-01"
"Barnsley FC","£3.56m",28,"2016-05-01"
"Luton Town","£4.73m",30,"2016-05-01"
"Coventry City","£8.98m",31,"2016-05-01"
"Rotherham United","£12.62m",30,"2016-05-01"
"Wycombe Wanderers","£2.32m",25,"2016-05-01"
