"","Team","Value","Squad size","Date"
"1","Salford City","-",NA,"2010-11-15"
"2","Southend United","€5.15m",25,"2010-11-15"
"3","Bolton Wanderers","€83.25m",26,"2010-11-15"
"4","Oldham Athletic","€4.08m",28,"2010-11-15"
"5","Tranmere Rovers","€4.58m",31,"2010-11-15"
"6","Morecambe FC","€4.18m",25,"2010-11-15"
"7","Grimsby Town","-",NA,"2010-11-15"
"8","Colchester United","€7.13m",30,"2010-11-15"
"9","Leyton Orient","€6.73m",27,"2010-11-15"
"10","Mansfield Town","€1.88m",32,"2010-11-15"
"11","Bradford City","€4.28m",28,"2010-11-15"
"12","Scunthorpe United","€9.23m",28,"2010-11-15"
"13","Barrow AFC","€900Th.",25,"2010-11-15"
"14","Port Vale FC","€2.58m",23,"2010-11-15"
"15","Cheltenham Town","€1.75m",25,"2010-11-15"
"16","Exeter City","€5.75m",34,"2010-11-15"
"17","Carlisle United","€5.78m",26,"2010-11-15"
"18","Crawley Town","€1.38m",28,"2010-11-15"
"19","Newport County","€500Th.",17,"2010-11-15"
"20","Cambridge United","€850Th.",25,"2010-11-15"
"21","Walsall FC","€7.45m",27,"2010-11-15"
"22","Forest Green Rovers","€1.95m",37,"2010-11-15"
"23","Stevenage FC","€3.73m",27,"2010-11-15"
"24","Harrogate Town","€1.23m",18,"2010-11-15"
