"","Team","Value","Squad size","Date"
"1","Salford City","€650Th.",19,"2017-01-15"
"2","Southend United","€5.18m",24,"2017-01-15"
"3","Bolton Wanderers","€12.28m",24,"2017-01-15"
"4","Oldham Athletic","€4.03m",20,"2017-01-15"
"5","Tranmere Rovers","€1.40m",26,"2017-01-15"
"6","Morecambe FC","€1.93m",16,"2017-01-15"
"7","Grimsby Town","€3.00m",28,"2017-01-15"
"8","Colchester United","€3.33m",26,"2017-01-15"
"9","Leyton Orient","€5.15m",25,"2017-01-15"
"10","Mansfield Town","€3.73m",27,"2017-01-15"
"11","Bradford City","€5.18m",24,"2017-01-15"
"12","Scunthorpe United","€6.18m",28,"2017-01-15"
"13","Barrow AFC","€825Th.",25,"2017-01-15"
"14","Port Vale FC","€5.38m",31,"2017-01-15"
"15","Cheltenham Town","€1.63m",23,"2017-01-15"
"16","Exeter City","€4.13m",31,"2017-01-15"
"17","Carlisle United","€2.98m",23,"2017-01-15"
"18","Crawley Town","€3.18m",23,"2017-01-15"
"19","Newport County","€2.53m",29,"2017-01-15"
"20","Cambridge United","€2.98m",24,"2017-01-15"
"21","Walsall FC","€3.43m",25,"2017-01-15"
"22","Forest Green Rovers","€1.85m",25,"2017-01-15"
"23","Stevenage FC","€2.45m",26,"2017-01-15"
"24","Harrogate Town","€2.90m",44,"2017-01-15"
