"","Team","Value","Squad size","Date"
"1","Liverpool FC","€244.00m",24,"2011-12-01"
"2","Manchester City","€433.50m",25,"2011-12-01"
"3","Chelsea FC","€421.00m",26,"2011-12-01"
"4","Manchester United","€405.30m",28,"2011-12-01"
"5","Tottenham Hotspur","€274.55m",26,"2011-12-01"
"6","Arsenal FC","€291.30m",30,"2011-12-01"
"7","Everton FC","€141.50m",23,"2011-12-01"
"8","Leicester City","€38.30m",25,"2011-12-01"
"9","Wolverhampton Wanderers","€72.75m",22,"2011-12-01"
"10","Aston Villa","€131.05m",23,"2011-12-01"
"11","West Ham United","€72.90m",26,"2011-12-01"
"12","Newcastle United","€101.50m",25,"2011-12-01"
"13","Southampton FC","€18.43m",27,"2011-12-01"
"14","Brighton & Hove Albion","€14.88m",29,"2011-12-01"
"15","Fulham FC","€108.75m",27,"2011-12-01"
"16","Crystal Palace","€21.13m",33,"2011-12-01"
"17","Leeds United","€21.90m",26,"2011-12-01"
"18","Sheffield United","€16.90m",29,"2011-12-01"
"19","Burnley FC","€24.35m",24,"2011-12-01"
"20","West Bromwich Albion","€69.50m",20,"2011-12-01"
