"Team","Value","Squad size","Date"
"AFC Bournemouth","£3.26m",30,"2012-02-15"
"Norwich City","£47.97m",26,"2012-02-15"
"Watford FC","£10.35m",23,"2012-02-15"
"Brentford FC","£5.33m",29,"2012-02-15"
"Stoke City","£83.48m",25,"2012-02-15"
"Bristol City","£15.03m",29,"2012-02-15"
"Nottingham Forest","£24.05m",30,"2012-02-15"
"Swansea City","£63.00m",29,"2012-02-15"
"Blackburn Rovers","£75.51m",30,"2012-02-15"
"Reading FC","£17.28m",30,"2012-02-15"
"Cardiff City","£21.56m",29,"2012-02-15"
"Middlesbrough FC","£26.60m",27,"2012-02-15"
"Huddersfield Town","£11.77m",29,"2012-02-15"
"Birmingham City","£24.35m",23,"2012-02-15"
"Derby County","£9.14m",25,"2012-02-15"
"Millwall FC","£12.47m",33,"2012-02-15"
"Preston North End","£7.81m",32,"2012-02-15"
"Sheffield Wednesday","£11.86m",26,"2012-02-15"
"Queens Park Rangers","£75.20m",36,"2012-02-15"
"Barnsley FC","£9.86m",26,"2012-02-15"
"Luton Town","£947Th.",25,"2012-02-15"
"Coventry City","£9.95m",24,"2012-02-15"
"Rotherham United","£3.31m",23,"2012-02-15"
"Wycombe Wanderers","£3.83m",24,"2012-02-15"
