"Team","Value","Squad size","Date"
"Liverpool FC","£256.95m",23,"2014-01-15"
"Manchester City","£425.48m",24,"2014-01-15"
"Chelsea FC","£424.13m",28,"2014-01-15"
"Manchester United","£366.75m",29,"2014-01-15"
"Tottenham Hotspur","£283.95m",25,"2014-01-15"
"Arsenal FC","£319.95m",28,"2014-01-15"
"Everton FC","£157.95m",26,"2014-01-15"
"Leicester City","£27.18m",24,"2014-01-15"
"Wolverhampton Wanderers","£22.28m",30,"2014-01-15"
"Aston Villa","£99.00m",28,"2014-01-15"
"West Ham United","£87.08m",28,"2014-01-15"
"Newcastle United","£146.25m",24,"2014-01-15"
"Brighton & Hove Albion","£21.58m",28,"2014-01-15"
"Southampton FC","£100.13m",22,"2014-01-15"
"Crystal Palace","£53.10m",31,"2014-01-15"
"Fulham FC","£88.92m",27,"2014-01-15"
"Leeds United","£19.26m",29,"2014-01-15"
"Sheffield United","£7.27m",24,"2014-01-15"
"Burnley FC","£22.30m",23,"2014-01-15"
"West Bromwich Albion","£87.98m",27,"2014-01-15"
