"","Team","Value","Squad size","Date"
"1","Hull City","€59.35m",24,"2017-08-01"
"2","Ipswich Town","€20.35m",25,"2017-08-01"
"3","Blackpool FC","€4.15m",29,"2017-08-01"
"4","Sunderland AFC","€79.25m",24,"2017-08-01"
"5","Shrewsbury Town","€2.68m",24,"2017-08-01"
"6","Charlton Athletic","€9.60m",24,"2017-08-01"
"7","Fleetwood Town","€4.65m",29,"2017-08-01"
"8","Milton Keynes Dons","€8.60m",27,"2017-08-01"
"9","Oxford United","€5.33m",28,"2017-08-01"
"10","Wigan Athletic","€13.80m",28,"2017-08-01"
"11","Swindon Town","€2.63m",22,"2017-08-01"
"12","Doncaster Rovers","€2.40m",22,"2017-08-01"
"13","Portsmouth FC","€4.75m",28,"2017-08-01"
"14","Burton Albion","€8.60m",21,"2017-08-01"
"15","Gillingham FC","€3.35m",24,"2017-08-01"
"16","Bristol Rovers","€2.55m",22,"2017-08-01"
"17","Plymouth Argyle","€4.33m",21,"2017-08-01"
"18","Northampton Town","€5.20m",25,"2017-08-01"
"19","Lincoln City","€1.33m",21,"2017-08-01"
"20","Peterborough United","€4.63m",26,"2017-08-01"
"21","Rochdale AFC","€3.50m",26,"2017-08-01"
"22","Crewe Alexandra","€2.13m",22,"2017-08-01"
"23","AFC Wimbledon","€3.88m",22,"2017-08-01"
"24","Accrington Stanley","€1.88m",17,"2017-08-01"
