"","Team","Value","Squad size","Date"
"1","Liverpool FC","€1.03bn",31,"2020-09-01"
"2","Manchester City","€1.06bn",33,"2020-09-01"
"3","Chelsea FC","€880.10m",37,"2020-09-01"
"4","Manchester United","€758.10m",30,"2020-09-01"
"5","Tottenham Hotspur","€721.55m",28,"2020-09-01"
"6","Arsenal FC","€599.35m",30,"2020-09-01"
"7","Everton FC","€411.05m",29,"2020-09-01"
"8","Leicester City","€420.30m",29,"2020-09-01"
"9","Wolverhampton Wanderers","€318.80m",24,"2020-09-01"
"10","Aston Villa","€232.70m",26,"2020-09-01"
"11","West Ham United","€295.15m",25,"2020-09-01"
"12","Newcastle United","€228.45m",30,"2020-09-01"
"13","Southampton FC","€211.20m",28,"2020-09-01"
"14","Brighton & Hove Albion","€209.05m",32,"2020-09-01"
"15","Fulham FC","€144.25m",28,"2020-09-01"
"16","Crystal Palace","€188.50m",26,"2020-09-01"
"17","Leeds United","€128.05m",33,"2020-09-01"
"18","Sheffield United","€137.95m",23,"2020-09-01"
"19","Burnley FC","€154.78m",26,"2020-09-01"
"20","West Bromwich Albion","€69.00m",21,"2020-09-01"
