"","Team","Value","Squad size","Date"
"1","Salford City","-",NA,"2011-08-15"
"2","Southend United","€4.33m",25,"2011-08-15"
"3","Bolton Wanderers","€87.60m",26,"2011-08-15"
"4","Oldham Athletic","€3.48m",25,"2011-08-15"
"5","Tranmere Rovers","€2.88m",20,"2011-08-15"
"6","Morecambe FC","€2.93m",25,"2011-08-15"
"7","Grimsby Town","€1.75m",21,"2011-08-15"
"8","Colchester United","€5.83m",24,"2011-08-15"
"9","Leyton Orient","€4.95m",23,"2011-08-15"
"10","Mansfield Town","€2.23m",24,"2011-08-15"
"11","Bradford City","€2.85m",34,"2011-08-15"
"12","Scunthorpe United","€4.55m",23,"2011-08-15"
"13","Barrow AFC","€600Th.",19,"2011-08-15"
"14","Port Vale FC","€2.33m",24,"2011-08-15"
"15","Cheltenham Town","€2.88m",23,"2011-08-15"
"16","Exeter City","€3.93m",26,"2011-08-15"
"17","Carlisle United","€5.00m",23,"2011-08-15"
"18","Crawley Town","€2.05m",23,"2011-08-15"
"19","Newport County","€975Th.",20,"2011-08-15"
"20","Cambridge United","€850Th.",28,"2011-08-15"
"21","Walsall FC","€4.73m",22,"2011-08-15"
"22","Forest Green Rovers","€1.05m",20,"2011-08-15"
"23","Stevenage FC","€3.08m",24,"2011-08-15"
"24","Harrogate Town","€800Th.",19,"2011-08-15"
