"Team","Value","Squad size","Date"
"Hull City","£57.74m",32,"2017-09-01"
"Ipswich Town","£19.22m",27,"2017-09-01"
"Blackpool FC","£3.53m",29,"2017-09-01"
"Sunderland AFC","£52.88m",24,"2017-09-01"
"Charlton Athletic","£8.19m",24,"2017-09-01"
"Shrewsbury Town","£2.05m",22,"2017-09-01"
"Fleetwood Town","£4.39m",27,"2017-09-01"
"Milton Keynes Dons","£8.35m",28,"2017-09-01"
"Oxford United","£6.41m",27,"2017-09-01"
"Wigan Athletic","£11.77m",30,"2017-09-01"
"Swindon Town","£2.81m",27,"2017-09-01"
"Doncaster Rovers","£2.75m",27,"2017-09-01"
"Portsmouth FC","£4.66m",29,"2017-09-01"
"Burton Albion","£11.25m",25,"2017-09-01"
"Gillingham FC","£3.15m",24,"2017-09-01"
"Bristol Rovers","£2.52m",24,"2017-09-01"
"Northampton Town","£6.48m",27,"2017-09-01"
"Plymouth Argyle","£4.57m",25,"2017-09-01"
"Lincoln City","£1.60m",21,"2017-09-01"
"Peterborough United","£4.12m",27,"2017-09-01"
"Rochdale AFC","£3.60m",27,"2017-09-01"
"Crewe Alexandra","£2.14m",27,"2017-09-01"
"AFC Wimbledon","£3.89m",27,"2017-09-01"
"Accrington Stanley","£1.82m",24,"2017-09-01"
