"Team","Value","Squad size","Date"
"Salford City","£720Th.",14,"2015-09-01"
"Southend United","£3.38m",25,"2015-09-01"
"Bolton Wanderers","£17.66m",30,"2015-09-01"
"Oldham Athletic","£4.82m",29,"2015-09-01"
"Tranmere Rovers","£1.17m",25,"2015-09-01"
"Morecambe FC","£1.64m",24,"2015-09-01"
"Grimsby Town","£1.37m",23,"2015-09-01"
"Colchester United","£4.57m",28,"2015-09-01"
"Leyton Orient","£3.38m",21,"2015-09-01"
"Mansfield Town","£2.52m",26,"2015-09-01"
"Bradford City","£7.83m",30,"2015-09-01"
"Scunthorpe United","£4.59m",27,"2015-09-01"
"Barrow AFC","£1.22m",22,"2015-09-01"
"Port Vale FC","£2.99m",26,"2015-09-01"
"Cheltenham Town","£563Th.",28,"2015-09-01"
"Exeter City","£3.69m",25,"2015-09-01"
"Carlisle United","£2.12m",24,"2015-09-01"
"Crawley Town","£2.32m",19,"2015-09-01"
"Newport County","£945Th.",22,"2015-09-01"
"Cambridge United","£2.36m",25,"2015-09-01"
"Walsall FC","£3.17m",23,"2015-09-01"
"Forest Green Rovers","£1.40m",24,"2015-09-01"
"Stevenage FC","£2.05m",26,"2015-09-01"
"Harrogate Town","£2.77m",44,"2015-09-01"
