"","Team","Value","Squad size","Date"
"1","Liverpool FC","€258.75m",26,"2011-09-01"
"2","Manchester City","€443.00m",27,"2011-09-01"
"3","Chelsea FC","€405.00m",25,"2011-09-01"
"4","Manchester United","€405.30m",28,"2011-09-01"
"5","Tottenham Hotspur","€301.30m",31,"2011-09-01"
"6","Arsenal FC","€276.80m",30,"2011-09-01"
"7","Everton FC","€171.30m",24,"2011-09-01"
"8","Leicester City","€35.18m",29,"2011-09-01"
"9","Wolverhampton Wanderers","€75.00m",24,"2011-09-01"
"10","Aston Villa","€116.75m",21,"2011-09-01"
"11","West Ham United","€76.15m",28,"2011-09-01"
"12","Newcastle United","€104.80m",28,"2011-09-01"
"13","Southampton FC","€19.68m",30,"2011-09-01"
"14","Brighton & Hove Albion","€7.18m",28,"2011-09-01"
"15","Fulham FC","€106.75m",25,"2011-09-01"
"16","Crystal Palace","€21.85m",36,"2011-09-01"
"17","Leeds United","€19.68m",24,"2011-09-01"
"18","Sheffield United","€16.45m",32,"2011-09-01"
"19","Burnley FC","€25.38m",23,"2011-09-01"
"20","West Bromwich Albion","€76.75m",25,"2011-09-01"
