"Team","Value","Squad size","Date"
"Hull City","£55.71m",29,"2017-08-15"
"Ipswich Town","£18.99m",26,"2017-08-15"
"Blackpool FC","£3.58m",28,"2017-08-15"
"Sunderland AFC","£63.68m",25,"2017-08-15"
"Shrewsbury Town","£2.18m",23,"2017-08-15"
"Charlton Athletic","£8.87m",25,"2017-08-15"
"Fleetwood Town","£4.23m",28,"2017-08-15"
"Milton Keynes Dons","£7.52m",26,"2017-08-15"
"Oxford United","£6.23m",29,"2017-08-15"
"Wigan Athletic","£12.83m",36,"2017-08-15"
"Swindon Town","£2.63m",24,"2017-08-15"
"Doncaster Rovers","£2.43m",25,"2017-08-15"
"Portsmouth FC","£4.05m",27,"2017-08-15"
"Burton Albion","£7.97m",23,"2017-08-15"
"Gillingham FC","£3.02m",24,"2017-08-15"
"Bristol Rovers","£2.52m",23,"2017-08-15"
"Plymouth Argyle","£3.89m",24,"2017-08-15"
"Northampton Town","£5.13m",24,"2017-08-15"
"Lincoln City","£1.60m",21,"2017-08-15"
"Peterborough United","£4.12m",27,"2017-08-15"
"Rochdale AFC","£3.24m",23,"2017-08-15"
"Crewe Alexandra","£1.91m",24,"2017-08-15"
"AFC Wimbledon","£3.58m",26,"2017-08-15"
"Accrington Stanley","£1.69m",21,"2017-08-15"
