"","Team","Value","Squad size","Date"
"1","Liverpool FC","€1.07bn",23,"2019-12-01"
"2","Manchester City","€1.28bn",23,"2019-12-01"
"3","Chelsea FC","€807.00m",25,"2019-12-01"
"4","Manchester United","€753.25m",26,"2019-12-01"
"5","Tottenham Hotspur","€985.00m",25,"2019-12-01"
"6","Arsenal FC","€690.75m",25,"2019-12-01"
"7","Everton FC","€506.00m",26,"2019-12-01"
"8","Leicester City","€410.25m",27,"2019-12-01"
"9","Wolverhampton Wanderers","€333.55m",24,"2019-12-01"
"10","Aston Villa","€191.00m",25,"2019-12-01"
"11","West Ham United","€348.75m",24,"2019-12-01"
"12","Newcastle United","€273.58m",28,"2019-12-01"
"13","Southampton FC","€237.00m",22,"2019-12-01"
"14","Brighton & Hove Albion","€219.60m",27,"2019-12-01"
"15","Fulham FC","€132.25m",26,"2019-12-01"
"16","Crystal Palace","€236.55m",24,"2019-12-01"
"17","Leeds United","€94.00m",26,"2019-12-01"
"18","Sheffield United","€91.45m",26,"2019-12-01"
"19","Burnley FC","€198.75m",24,"2019-12-01"
"20","West Bromwich Albion","€85.80m",26,"2019-12-01"
